Status,ObjectiveValue,GenerationOutput,VoltageAngles,LineFlows,LineStatus
Optimal solution found!,632.0,70.050.0,0.00.070.070.0200000000000000040.10.1,70.030.0-50.030.00.0,1.01.01.01.00.0
