Status,ObjectiveValue,GenerationOutput,VoltageAngles,LineFlows,LineStatus
Optimal solution found!,720.0,8.0112.0,0.00.008-0.03333333333333333-0.145333333333333340.038-0.003333333333333334,8.030.0-112.030.0-62.0,1.01.01.01.01.0
