Status,ObjectiveValue,GenerationOutput,VoltageAngles,LineFlows,LineStatus
Optimal solution found!,600.0,0.0120.0,0.00.0-0.04666666666666666-0.166666666666666660.03-0.016666666666666666,0.030.0-120.030.0-70.0,1.01.01.01.01.0
